IDs,mag3_6,mag4_4,mag5_8,mag8_0,mag24
SSTISAGEMA J004635.37-731529.2  ,16.343485309479,12.3653115316413,14.0854664891616,12.3653115316413,99.999
SSTISAGEMA J004635.43-733037.9  ,14.7336432344898,10.7213682657868,12.2408624330548,10.7213682657868,5.99978950377956
SSTISAGEMA J004636.54-732216.5  ,16.1657012559674,11.7774107298095,14.3991695955453,11.7774107298095,8.83899679554336
SSTISAGEMA J004636.97-730551.7  ,14.629337008215,11.9441936023566,13.1413959785956,11.9441936023566,6.40330720446189
SSTISAGEMA J004637.60-731529.0  ,14.7397088280262,10.9193213652174,12.5482628644558,10.9193213652174,6.82847010652925
SSTISAGEMA J004637.81-731657.2  ,14.0120519352237,11.7840988785372,13.0930590139659,11.7840988785372,8.11036610841706
SSTISAGEMA J004638.51-730606.8  ,14.8283896157179,9.85851545590745,12.5000000225095,9.85851545590745,99.999
SSTISAGEMA J004641.37-730613.5  ,9.88947836211931,6.98556003803017,8.01294675792658,6.98556003803017,3.25439620388729
SSTISAGEMA J004641.84-733102.6  ,13.3282011562892,9.21621828746694,10.8147450612358,9.21621828746694,3.67148114826052
SSTISAGEMA J004643.61-740020.7  ,15.8199445258725,11.9646799014249,13.446381895957,11.9646799014249,8.19470258512338
SSTISAGEMA J004643.89-732734.0  ,15.3473039497419,11.1815186787725,12.7028736684653,11.1815186787725,7.45315289374542
SSTISAGEMA J004644.07-735944.7  ,13.1596507912627,9.91112999481589,11.2080151095087,9.91112999481589,5.6170376531953
SSTISAGEMA J004644.71-731530.4  ,14.903533369681,11.6217468264117,12.6736793905214,11.6217468264117,7.22216298606005
SSTISAGEMA J004646.47-732755.3  ,12.684508535406,9.45438839755801,10.4626447252837,9.45438839755801,5.02686655336213
SSTISAGEMA J004648.61-731409.4  ,17.129886558968,13.2615853380912,14.5949534509161,13.2615853380912,10.242464553148
SSTISAGEMA J004649.63-733132.8  ,16.9228095892795,11.6917205646059,14.335904961383,11.6917205646059,8.33228109780896
SSTISAGEMA J004651.27-732253.5  ,15.4771829451549,11.8565081579675,13.048345915795,11.8565081579675,7.99799617623225
SSTISAGEMA J004651.48-740047.7  ,16.7984674070954,13.3321124109368,14.5884714112073,13.3321124109368,9.88064386992733
SSTM1SAGE1 J004651.80-731525.5  ,13.0374931162176,8.68124581419918,10.2615522860283,8.68124581419918,5.56631023064386
SSTISAGEMA J004651.99-730858.7  ,15.290283180155,11.1566723968393,12.509482486167,11.1566723968393,7.75485785881641
SSTISAGEMA J004653.02-732327.2  ,13.2716816357524,9.3471884631275,10.7338549533784,9.3471884631275,5.05521218323053
SSTISAGEMA J004653.26-732953.5  ,16.0581146976629,11.9646799014249,13.5163032341358,11.9646799014249,8.64940359118095
SSTISAGEMA J004654.16-732148.3  ,14.2184397738406,10.4647124399438,11.9491612017387,10.4647124399438,5.87814627844245
SSTISAGEMA J004655.71-730956.3  ,15.4131262668075,11.6067709319638,12.9327013292554,11.6067709319638,6.47700961540326
SSTISAGEMA J004655.72-733158.5  ,13.488683243877,9.73842772321117,11.0858936775507,9.73842772321117,5.05744817105345
SSTISAGEMA J004656.60-731725.1  ,16.2527950159687,11.4919170090802,13.8009209049549,11.4919170090802,8.79363442634619
SSTISAGEMA J004657.48-731143.6  ,14.8087673033668,11.3497237647931,13.1603087901877,11.3497237647931,5.57941782577464
SSTISAGEMA J004657.91-725839.8  ,14.8742251255217,12.3416433603185,13.7489911638071,12.3416433603185,9.56687147518459
SSTISAGEMA J004657.92-732537.7  ,15.5388890478028,11.3322584793877,12.7154653476292,11.3322584793877,8.03359725114121
SSTISAGEMA J004658.18-733158.5  ,16.4207748608588,12.0296623461967,13.6040112519159,12.0296623461967,6.25081108607654
SSTISAGEMA J004700.85-732622.6  ,16.6905750808687,13.1512964469809,14.6414446685123,13.1512964469809,10.2921157538745
SSTISAGEMA J004701.92-732750.9  ,16.4424470051381,11.7389188065964,14.2712883343678,11.7389188065964,10.0544147851105
SSTISAGEMA J004702.88-730800.1  ,14.0132973611631,10.3077852900644,11.8883661875193,10.3077852900644,5.89254072217632
SSTISAGEMA J004704.71-732735.5  ,12.8367113272395,9.66387454664019,10.5768778242688,9.66387454664019,6.31888521980381
SSTISAGEMA J004706.19-730759.7  ,11.8127401757454,8.84972377878556,10.2051521777159,8.84972377878556,5.16333080225309
SSTISAGEMA J004707.52-730259.7  ,13.387825126748,10.5540013029164,11.6439433102224,10.5540013029164,5.46538621560067
SSTISAGEMA J004709.27-730249.1  ,16.4322795456495,12.4221050284931,14.0070398572451,12.4221050284931,9.64381657550511
SSTISAGEMA J004710.10-731018.5  ,16.3939303803177,12.5437013252652,14.1832700228369,12.5437013252652,9.93767991580323
SSTISAGEMA J004711.05-732050.0  ,15.4018749911545,11.5210103529167,13.1637831042767,11.5210103529167,8.28053010662694
SSTM1SAGE1 J004711.65-730633.9  ,12.2637559464051,11.4930495573798,12.0188265136574,11.4930495573798,4.72211017334175
SSTISAGEMA J004713.81-733016.2  ,14.3518154271734,10.8691718372517,12.3922353148003,10.8691718372517,7.3809156385867
SSTISAGEMA J004715.18-723338.8  ,12.4842672343139,11.3322584793877,12.1080347560377,11.3322584793877,9.0259712508995
SSTISAGEMA J004717.06-732505.0  ,14.4273619411869,10.8357619660411,12.2634045470459,10.8357619660411,5.95174192337601
SSTISAGEMA J004718.97-732545.6  ,16.2190138886903,12.5384264462967,14.0299788462606,12.5384264462967,9.33658825492122
SSTISAGEMA J004720.39-733402.0  ,15.666770413054,11.8106896397726,13.2754735686966,11.8106896397726,9.23761289862706
SSTISAGEMA J004721.01-730003.4  ,17.2336432119567,12.5374551866934,14.6971356659341,12.5374551866934,10.0418921035087
SSTISAGEMA J004724.01-730834.4  ,13.5178976115757,10.0578941652355,11.6877288870608,10.0578941652355,5.17841685009376
SSTISAGEMA J004725.48-731916.7  ,14.8350099924767,10.6762569753043,12.1346799011575,10.6762569753043,5.57554624331513
SSTISAGEMA J004726.95-732209.1  ,16.3055232547494,12.2763375731513,13.8358964220473,12.2763375731513,7.45601782906905
SSTISAGEMA J004734.76-731639.2  ,13.0262640782116,10.9193213652174,11.5416326222626,10.9193213652174,6.00858401659554
SSTISAGEMA J004741.28-731714.6  ,16.0278131292758,11.985703406839,13.8720362382614,11.985703406839,99.999
SSTISAGEMA J004743.10-730319.3  ,13.1455501359795,9.76947015500211,10.9262543796813,9.76947015500211,6.09568127155514
SSTISAGEMA J004745.15-731709.9  ,16.1268216409364,11.6632215235743,13.9268484534237,11.6632215235743,99.999
SSTISAGEMA J004745.51-732442.0  ,16.6369034098947,12.1415535323015,14.6346799212553,12.1415535323015,9.49026885716614
SSTISAGEMA J004747.49-731727.8  ,15.3742466517765,12.2653704252457,14.2761245215355,12.2653704252457,5.67475938185907
SSTISAGEMA J004748.64-731716.5  ,16.0581146976629,12.0507237321036,13.6520369154966,12.0507237321036,99.999
SSTISAGEMA J004750.10-730836.8  ,16.5465126575476,12.5296916031857,13.9882874882201,12.5296916031857,12.4939513146915
SSTISAGEMA J004752.07-731641.0  ,13.7281993980216,9.75335736510054,12.4537914426217,9.75335736510054,5.93511023833938
SSTISAGEMA J004752.38-731711.8  ,10.6957250455241,7.09411335445969,8.24880505363853,7.09411335445969,2.99799618172286
SSTISAGEMA J004753.54-731710.1  ,11.9715888070462,8.73298502876461,9.96287723220737,8.73298502876461,3.1089704875034
SSTISAGEMA J004753.81-730329.6  ,14.8687311867434,11.089983488175,12.4537914426217,11.089983488175,7.9879673557561
SSTISAGEMA J004754.08-731744.2  ,13.9800102358621,10.666829403864,12.3421154634327,10.666829403864,99.999
SSTISAGEMA J004757.03-730527.6  ,16.3515080634917,12.5314329382706,14.1226953931659,12.5314329382706,8.706383547621
SSTISAGEMA J004757.28-731748.7  ,14.4342265191448,11.1571176095569,13.7700740809063,11.1571176095569,5.7592676405246
SSTISAGEMA J004758.08-730726.9  ,16.2503469560036,12.0836790588307,13.7022856229662,12.0836790588307,9.33584768461173
SSTISAGEMA J004759.04-730507.1  ,16.7704726301515,12.2047907406753,14.1439433358014,12.2047907406753,9.57197122685642
SSTISAGEMA J004759.21-711542.8  ,13.8828229644625,10.2318287364105,12.8685348388974,10.2318287364105,7.20608121814508
SSTISAGEMA J004759.84-730816.4  ,14.8964832005436,11.1765037269989,12.5482628644558,11.1765037269989,99.999
SSTISAGEMA J004759.86-730821.6  ,14.1832636699877,10.1927174086825,11.84103851662,10.1927174086825,5.68753792970643
